source,id,nuo,titre,usage,offre,categorie,ville,quartier,piece,surface,garage,cout_mensuel,cout_vente,nuitee
ImmoAsk,1181,5122,"chambre,louer,lome,zanguera",Logement,louer,Chambre,Lome,Zanguera,1,16.0,2,15000,0,0
ImmoAsk,1180,5121,"2 chambres salon,louer,lome,adidogome soviepe",Logement,louer,2 chambres salon,Lome,Adidogome,0,64.0,0,65000,0,0
ImmoAsk,1179,5120,"chambre salon,louer,lome,carrefour minamadou",Logement,louer,Chambre salon,Lome,Agoe,0,64.0,0,60000,0,0
ImmoAsk,1178,5119,"2 chambres salon,louer,lomé,segbe",Logement,louer,2 chambres salon,Lome,Segbe,0,48.0,0,35000,0,0
ImmoAsk,1177,5118,"2 chambres salon,louer,lome,segbe",Logement,louer,2 chambres salon,Lome,Segbe,2,48.0,1,45000,0,0
ImmoAsk,1176,5117,"appartement meublé,louer,lome,agoe",Sejour,louer,Appartement meublé,Lome,Agoe,2,80.0,1,350000,0,0
ImmoAsk,1175,5116,"villa meublée,louer,lome,lome madibar",Sejour,louer,Villa meublée,Lome,Adidogome,11,1200.0,3,650000,0,0
ImmoAsk,1174,5115,"villa,vendre,lome,segbe",Acquisition,vendre,Villa,Lome,Segbe,0,450.0,0,0,65000000,0
ImmoAsk,1173,5114,"villa,louer,lome,gbegnedji ",Logement,louer,Villa,Lome,Gbegnedji ,0,150.0,0,80000,0,0
ImmoAsk,1172,5113,"villa,louer,lome,kagome ",Logement,louer,Villa,Lome,Kagome,2,300.0,2,100000,0,0
ImmoAsk,1171,5112,"villa,louer,lome,kagome ",Logement,louer,Villa,Lome,Kagome,0,300.0,0,100000,0,0
ImmoAsk,1170,5111,"villa,louer,lome, adidogome ",Logement,louer,Villa,Lome,Adidogome,4,600.0,1,350000,0,0
ImmoAsk,1169,5110,"appartement meublé,louer,lome,djidjole",Sejour,louer,Appartement meublé,Lome,Djidjolé,1,45.0,2,200000,0,0
ImmoAsk,1168,5109,"villa meublée,louer,aneho,kpeme ",Sejour,louer,Villa meublée,Aneho,Kpeme ,0,600.0,0,700000,0,0
ImmoAsk,1167,5108,"appartement meublé,louer,lome,djidjole",Sejour,louer,Appartement meublé,Lome,Djidjolé,0,80.0,0,550000,0,0
ImmoAsk,1166,5107,"chambre salon,louer,lome,akodessewa",Logement,louer,Chambre salon,Lome,Akodessewa,0,35.0,0,50000,0,0
ImmoAsk,1165,5106,"chambre salon,louer,lome,akodessewa ",Logement,louer,Chambre salon,Lome,Akodessewa,0,35.0,0,60000,0,0
ImmoAsk,1164,5105,"chambre salon,louer,lome,akodessewa ",Logement,louer,Chambre salon,Lome,Akodessewa,0,35.0,0,60000,0,0
ImmoAsk,1163,5104,"villa,louer,lome,baguida",Logement,louer,Villa,Lome,Baguida,4,10.0,2,750000,0,0
ImmoAsk,1162,5103,"appartement,louer,lome,amadahome",Logement,louer,Appartement,Lome,Adidogome,2,55.0,1,60000,0,0
ImmoAsk,1161,5102,"appartement meublé,louer,lome,tokoin",Sejour,louer,Appartement meublé,Lome,Tokoin,1,35.0,1,300000,0,0
ImmoAsk,1160,5101,"studio meublé,louer,lome, tokoin ",Sejour,louer,Appartement meublé,Lome,Tokoin,1,25.0,1,350000,0,0
ImmoAsk,1159,5100,"studio meublé,louer,lome, tokoin",Sejour,louer,Appartement meublé,Lome,Tokoin,1,18.0,1,300000,0,0
ImmoAsk,1158,5099,"appartement meublé,louer,lome, tokoin",Sejour,louer,Appartement meublé,Lome,Tokoin,0,100.0,0,450000,0,0
ImmoAsk,1157,5098,"appartement meublé,louer,lome,tokoin",Sejour,louer,Appartement meublé,Lome,Tokoin,0,80.0,0,350000,0,0
ImmoAsk,1156,5097,"terrain,vendre,lome,hedzranawoe",Acquisition,vendre,Terrain,Lome,Hédzranawoe,0,9000.0,0,0,1050000000,0
ImmoAsk,1155,5096,"terrain,vendre,lome,hedzranawoe",Acquisition,vendre,Terrain,Lome,Hédzranawoe,0,4200.0,0,0,560000000,0
ImmoAsk,1154,5095,"terrain,vendre,lome,agoe",Acquisition,vendre,Terrain,Lome,Agoe,0,300.0,0,0,7000000,0
ImmoAsk,1153,5094,"terrain,vendre,lome,zanguera",Acquisition,vendre,Terrain,Lome,Zanguera,0,600.0,0,0,11000000,0
ImmoAsk,1152,5093,"terrain,vendre,lome,djagble",Acquisition,vendre,Terrain,Lome,Djagble,0,300.0,0,0,6000000,0
ImmoAsk,1151,5092,"villa,louer,lome,avenou",Logement,louer,Villa,Lome,Avenou,0,600.0,0,350000,0,0
ImmoAsk,1150,5091,"villa,louer,lome,avenou",Logement,louer,Villa,Lome,Avenou,0,600.0,0,350000,0,0
ImmoAsk,1149,5090,"villa,louer,lome,avenou",Logement,louer,Villa,Lome,Avenou,0,600.0,0,350000,0,0
ImmoAsk,1148,5089,"immeuble commercial,louer,lome,assivito",Commercial,louer,Appartement meublé,Lome,Assivito,0,1000.0,0,0,1200000,0
ImmoAsk,1147,5088,"studio meublé,louer,lome,assivito ",Sejour,louer,Appartement meublé,Lome,Assivito,0,18.0,0,900000,0,0
ImmoAsk,1146,5087,"appartement meublé,louer,lome,assivito",Sejour,louer,Appartement meublé,Lome,Assivito,0,35.0,0,1800000,0,0
ImmoAsk,1145,5086,"appartement meublé,louer,lomé,adidogome",Sejour,louer,Appartement meublé,Lome,Adidogome,0,85.0,0,350000,0,0
ImmoAsk,1144,5085,"terrain,vendre,lome,djidjole ",Acquisition,vendre,Terrain,Lome,Djidjolé,0,500.0,0,0,40000000,0
ImmoAsk,1143,5084,"terrain,vendre,lome,djidjole ",Acquisition,vendre,Terrain,Lome,Djidjolé,0,500.0,0,0,40000000,0
ImmoAsk,1142,5083,"maison,louer,lome,djidjole",Logement,louer,Maison,Lome,Djidjolé,3,500.0,0,40000000,0,0
ImmoAsk,1141,5082,"villa,vendre,lome,agoe",Acquisition,vendre,Villa,Lome,Agoe,2,150.0,1,0,15000000,0
ImmoAsk,1140,5081,"appartement meublé,louer,lome,agoe",Sejour,louer,Appartement meublé,Lome,Agoe,0,90.0,0,400000,0,0
ImmoAsk,1139,5080,"appartement,louer,lome,djidjole",Logement,louer,Appartement,Lome,Djidjolé,0,80.0,0,150000,0,0
ImmoAsk,1138,5079,"appartement meublé,louer,lome, cacaveli ",Sejour,louer,Appartement meublé,Lome,Agoe,0,35.0,0,300000,0,0
ImmoAsk,1137,5078,"appartement meublé,louer,lome,cacaveli",Sejour,louer,Appartement meublé,Lome,Agoe,0,69.0,0,400000,0,0
ImmoAsk,1136,5077,"studio meublé,louer,lome,be",Sejour,louer,Appartement meublé,Lome,Bè,0,20.0,0,200000,0,0
ImmoAsk,1135,5076,"appartement meublé,louer,lome,be",Sejour,louer,Appartement meublé,Lome,Bè,0,65.0,0,400000,0,0
ImmoAsk,1134,5075,"villa meublée,louer,lome,kegue",Sejour,louer,Villa meublée,Lome,Kegue,0,250.0,0,350000,0,0
ImmoAsk,1133,5074,"villa meublée,louer,lome,adidogome ",Sejour,louer,Villa meublée,Lome,Adidogome,0,250.0,0,450000,0,0
ImmoAsk,1132,5073,"villa meublée,louer,lome,kegue ",Sejour,louer,Villa meublée,Lome,Kegue,0,120.0,0,300000,0,0
ImmoAsk,1131,5072,"villa meublée,louer,lome,hedzranawoe ",Sejour,louer,Villa meublée,Lome,Hédzranawoe,0,250.0,0,400000,0,0
ImmoAsk,1130,5071,"appartement meublé,louer,lome,adidogome",Sejour,louer,Appartement meublé,Lome,Adidogome,0,30.0,0,230000,0,0
ImmoAsk,1129,5070,"villa,vendre,lome,sito aeroport",Acquisition,vendre,Villa,Lome,Sito aeroport  ,0,600.0,0,0,100000000,0
ImmoAsk,1128,5069,"villa meublée,louer,lome,totsi",Sejour,louer,Villa meublée,Lome,Totsi,0,150.0,0,450000,0,0
ImmoAsk,1127,5068,"terrain,vendre,lome,djagble",Acquisition,vendre,Terrain,Lome,Djagble,0,600.0,0,0,6000000,0
ImmoAsk,1126,5067,"villa,louer,lome,agoe",Logement,louer,Villa,Lome,Agoe,3,300.0,1,170000,0,0
ImmoAsk,1125,5066,"villa,louer,lome, agoe",Logement,louer,Villa,Lome,Agoe,0,300.0,0,200000,0,0
ImmoAsk,1124,5065,"terrain,vendre,lome,leo2000",Acquisition,vendre,Terrain,Lome,Leo 2000,0,600.0,0,0,35000000,0
ImmoAsk,1123,5064,"appartement meublé,louer,lomé,djidjole",Logement,louer,Appartement meublé,Lome,Djidjolé,0,35.0,0,200000,0,0
ImmoAsk,1122,5063,"maison,vendre,lome,agoe",Acquisition,vendre,Maison,Lome,Agoe,0,310.0,0,0,40000000,0
ImmoAsk,1121,5062,"terrain,vendre,lome,zanguera ",Acquisition,vendre,Terrain,Lome,Zanguera,0,300.0,0,0,7000000,0
ImmoAsk,1120,5061,"villa,louer,lome,leo2000",Logement,louer,Villa,Lome,Leo 2000,0,400.0,0,500000,0,0
ImmoAsk,1119,5060,"villa,louer,lome,agoe",Logement,louer,Villa,Lome,Agoe,0,200.0,0,150000,0,0
ImmoAsk,1118,5059,"villa meublée,louer,lome,agoe",Sejour,louer,Villa meublée,Lome,Agoe,0,200.0,0,300000,0,0
ImmoAsk,1117,5058,"chambre salon,louer,lome,agoe",Logement,louer,Chambre salon,Lome,Agoe,0,30.0,0,50000,0,0
ImmoAsk,1116,5057,"chambre salon,louer,lome,agoe",Logement,louer,Chambre salon,Lome,Agoe,0,35.0,0,70000,0,0
ImmoAsk,1115,5056,"chambre salon,louer,lome,agoe ",Logement,louer,Chambre salon,Lome,Agoe,1,25.0,1,50000,0,0
ImmoAsk,1114,5055,"villa,louer,lome,adidogome ",Logement,louer,Villa,Lome,Adidogome,3,300.0,2,130000,0,0
ImmoAsk,1113,5054,"villa,louer,lome,sito aeroport  ",Logement,louer,Villa,Lome,Sito aeroport  ,0,300.0,0,300000,0,0
ImmoAsk,1112,5053,"villa,louer,lome,kegue",Logement,louer,Villa,Lome,Kegue,3,200.0,4,180000,0,0
ImmoAsk,1111,5052,"chambre,louer,lome,avepozo",Logement,louer,Chambre,Lome,Avepozo,0,1200.0,0,150000,0,0
ImmoAsk,1110,5051,"appartement meublé,louer,lome,tokoin",Sejour,louer,Appartement meublé,Lome,Tokoin,0,65.0,0,300000,0,0
ImmoAsk,1109,5050,"appartement meublé,louer,lome,tokoin",Sejour,louer,Appartement meublé,Lome,Tokoin,0,65.0,0,300000,0,0
ImmoAsk,1108,5049,"maison,vendre,lome, agbavi",Acquisition,vendre,Maison,Lome,Agbavi,0,300.0,0,0,27000000,0
ImmoAsk,1107,5048,"maison,vendre,lome, agbavi",Acquisition,vendre,Maison,Lome,Agbavi,0,300.0,0,0,27000000,0
ImmoAsk,1106,5047,"villa,vendre,lome,dague",Acquisition,vendre,Villa,Lome,Dague,2,300.0,1,0,15000000,0
ImmoAsk,1105,5046,"villa,louer,lome,kagome",Logement,louer,Villa,Lome,Kagome,0,600.0,0,100000,0,0
ImmoAsk,1104,5045,"maison,vendre,lome,avepozo",Acquisition,vendre,Maison,Lome,Avepozo,0,300.0,0,0,23000000,0
ImmoAsk,1103,5044,"terrain,vendre,lome,ahanoukope",Acquisition,vendre,Terrain,Lome,Ahanoukope,0,1200.0,0,0,800000000,0
ImmoAsk,1102,5043,"chambre salon,louer,lome,agoe",Logement,louer,Chambre salon,Lome,Agoe,0,25.0,0,50000,0,0
ImmoAsk,1101,5042,"appartement,louer,lome,agoe",Logement,louer,Appartement,Lome,Agoe,2,65.0,2,65000,0,0
ImmoAsk,1100,5041,"appartement meublé,louer,lome,amadahome",Sejour,louer,Appartement meublé,Lome,Adidogome,0,25.0,0,200000,0,0
ImmoAsk,1099,5040,"bureau,louer,lome,noukafou ",Commercial,louer,Bureau,Lome,Noukafou ,5,120.0,2,100000,0,0
ImmoAsk,1098,5039,"villa,vendre,lome,togo2000",Acquisition,vendre,Villa,Lome,Togo 2000,0,300.0,0,0,32000000,0
ImmoAsk,1097,5038,"appartement meublé,louer,lome,avedji ",Sejour,louer,Appartement meublé,Lome,Avedji,0,120.0,0,350000,0,0
ImmoAsk,1096,5037,"villa,louer,lome,be kpota",Logement,louer,Villa,Lome,Bè,0,600.0,0,250000,0,0
ImmoAsk,1095,5036,"appartement meublé,louer,lome,djidjole",Sejour,louer,Appartement meublé,Lome,Djidjolé,0,25.0,0,200000,0,0
ImmoAsk,1094,5035,"villa,louer,lome,totsi",Logement,louer,Villa,Lome,Totsi,2,120.0,1,100000,0,0
ImmoAsk,1093,5034,"appartement meublé,louer,lome,adidogome",Sejour,louer,Appartement meublé,Lome,Adidogome,0,35.0,0,250000,0,0
ImmoAsk,1092,5033,"villa,louer,lome,agoe",Logement,louer,Villa,Lome,Agoe,2,100.0,1,80000,0,0
ImmoAsk,1091,5032,"chambre salon,louer,lome,djidjole",Logement,louer,Chambre salon,Lome,Djidjolé,1,40.0,0,60000,0,0
ImmoAsk,1090,5031,"chambre salon,louer,aneho,djidjole",Logement,louer,Chambre salon,Aneho,Djidjolé,0,40.0,0,60000,0,0
ImmoAsk,1089,5030,"appartement,louer,lome,agoe ",Logement,louer,Appartement,Lome,Agoe,0,400.0,0,300000,0,0
ImmoAsk,1088,5029,"appartement meublé,louer,lome,agoe",Sejour,louer,Appartement meublé,Lome,Agoe,0,35.0,0,150000,0,0
ImmoAsk,1087,5028,"studio meublé,louer,lome,agoe",Sejour,louer,Appartement meublé,Lome,Agoe,0,20.0,0,150000,0,0
ImmoAsk,1086,5027,"chambre salon,louer,lome,agoe",Logement,louer,Chambre salon,Lome,Agoe,0,35.0,0,45000,0,0
ImmoAsk,1085,5026,"appartement meublé,louer,lome,sagbado ",Sejour,louer,Appartement meublé,Lome,Sagbado,0,35.0,0,200000,0,0
ImmoAsk,1084,5025,"villa meublée,louer,lomé,sagbado",Logement,louer,Villa meublée,Lome,Sagbado,0,200.0,0,300000,0,0
ImmoAsk,1083,5024,"appartement,louer,lome,agoe ",Logement,louer,Appartement,Lome,Agoe,0,75.0,0,70000,0,0
ImmoAsk,1082,5023,"chambre salon,louer,lome,agoe",Logement,louer,Chambre salon,Lome,Agoe,1,60.0,1,45000,0,0
ImmoAsk,1081,5022,"appartement,louer,lome,agoe",Logement,louer,Appartement,Lome,Agoe,3,120.0,1,100000,0,0
ImmoAsk,1080,5021,"villa,louer,lome,leo2000",Logement,louer,Villa,Lome,Leo 2000,0,300.0,0,300000,0,0
ImmoAsk,1079,5020,"villa,louer,lome,agoe",Logement,louer,Villa,Lome,Agoe,0,400.0,0,300000,0,0
ImmoAsk,1078,5019,"villa,vendre,lome,adidogome",Acquisition,vendre,Villa,Lome,Adidogome,0,150.0,0,0,26000000,0
ImmoAsk,1077,5018,"appartement,louer,lome,agbalepedo",Logement,louer,Appartement,Lome,Agbalépédo,2,78.0,2,120000,0,0
ImmoAsk,1076,5017,"appartement,louer,lome,agbalepedo",Logement,louer,Appartement,Lome,Agbalépédo,0,80.0,0,120000,0,0
ImmoAsk,1075,5016,"appartement,louer,lome,agbalepedo",Logement,louer,Appartement,Lome,Agbalépédo,2,70.0,1,102000,0,0
ImmoAsk,1074,5015,"villa,louer,lome,entreprise de l'union",Logement,louer,Villa,Lome,Leo 2000,0,300.0,0,200000,0,0
ImmoAsk,1073,5014,"villa,louer,lome,entreprise de l'union ",Logement,louer,Villa,Lome,Leo 2000,0,300.0,0,200000,0,0
ImmoAsk,1072,5013,"immeuble commercial,louer,lome,attiegou",Commercial,louer,Appartement,Lome,Attiégou,3,300.0,2,250000,0,0
ImmoAsk,1071,5012,"villa,vendre,lome,amadahome ",Acquisition,vendre,Villa,Lome,Adidogome,3,10.0,2,0,0,0
ImmoAsk,1070,5011,"studio meublé,louer,lomé,adidogome",Sejour,louer,Appartement meublé,Lome,Adidogome,0,21.0,0,150000,0,0
ImmoAsk,1069,5010,"villa,louer,lome,agoe",Logement,louer,Villa,Lome,Agoe,5,250.0,2,130000,0,0
ImmoAsk,1068,5009,"villa,louer,lome, amadahome",Logement,louer,Villa,Lome,Adidogome,0,150.0,0,23000000,0,0
ImmoAsk,1067,5008,"villa,louer,lome,kegue",Logement,louer,Villa,Lome,Kegue,0,300.0,0,300000,0,0
ImmoAsk,1066,5007,"appartement meublé,louer,lome,tokoin",Sejour,louer,Appartement meublé,Lome,Tokoin,0,100.0,0,350000,0,0
