titre,type_offre,type_bien,zone,prix,pieces,surface_m2,source
Terrain 1/4 lot - Avedji léo2000,VENTE,Terrain,avedji leo2000,12000000,,150.0,coinafrique
"Terrain 1/2 Lot à Agoè Legbassito Bokpoko,",VENTE,Terrain,agoe,12000000,,300.0,coinafrique
Terrain 1/4 lot carré à Minamadou Océanos,VENTE,Terrain,minamadou oceanos,12000000,,150.0,coinafrique
Terrain 1/4 lot à Agoe Minamadou,VENTE,Terrain,agoe minamadou,12000000,,150.0,coinafrique
Terrain 1/4 lots - Agoè,VENTE,Terrain,agoe,12000000,,150.0,coinafrique
Parcelle 600m² 1 lot à Adetikopé lieu dit Kpotavé,VENTE,Terrain,adetikope kpotave,12000000,,600.0,coinafrique
Terrain 1/2 clôturé Adidogome sagbado,VENTE,Terrain,adidogome sagbado,12000000,,300.0,coinafrique
Terrain 600 m² - Dalavé,VENTE,Terrain,dalave,12000000,,600.0,coinafrique
Terrain - Klémé,VENTE,Terrain,kleme,12000000,,600.0,coinafrique
Terrain au bord du goudron de la route nationale Lomé - kpalimé à Noepé,VENTE,Terrain,kpalime a noepe,12000000,,600.0,coinafrique
Terrain 1/2 lot carré à Agoè Legbassito Athiemé,VENTE,Terrain,agoe,12000000,,300.0,coinafrique
Terrain - Danliko,VENTE,Terrain,danliko,12000000,,600.0,coinafrique
Terrain à Kégué Tsinga,VENTE,Terrain,kegue,12000000,,600.0,coinafrique
Terrain agricole 2 lots - Noepé Ville,VENTE,Terrain,noepe ville,12000000,,1200.0,coinafrique
Terrain 3 lots à kpala,VENTE,Terrain,kpala,12000000,,1800.0,coinafrique
Parcelle - Agoe Lègbassito kognito,VENTE,Terrain,agoe legbassito kognito,12000000,,600.0,coinafrique
Terrain 4 lots collés Djagble aveta,VENTE,Terrain,aveta,12000000,,2400.0,coinafrique
Terrain 567m² à Lomé Togo,VENTE,Terrain,lome,12000000,,567.0,coinafrique
Terrain demi - lot cloturé à Legbassito,VENTE,Terrain,non precise,12000000,,600.0,coinafrique
Terrain 1/2 lot - Agoe Legbassito,VENTE,Terrain,agoe legbassito,12000000,,300.0,coinafrique
Terrain 1/2 lot à Légbassito,VENTE,Terrain,legbassito,12000000,,300.0,coinafrique
Parcelle - Djagble Lebe adidome,VENTE,Terrain,djagble lebe adidome,12000000,,600.0,coinafrique
Terrain 1/2 lot à Agoe amarinta,VENTE,Terrain,agoe amarinta,11500000,,300.0,coinafrique
Terrain à Sanguera Afiadegnigban,VENTE,Terrain,sanguera afiadegnigban,11500000,,600.0,coinafrique
Terrain 1/4 lot - Agoè Klévé,VENTE,Terrain,agoe,11500000,,150.0,coinafrique
Terrain 1/2 loy - Adidogomé,VENTE,Terrain,adidogome,11500000,,300.0,coinafrique
Terrain ½ lot à Zanguera Agbeliko,VENTE,Terrain,zanguera,11000000,,300.0,coinafrique
Terrain 1/2lot - Vakpossito,VENTE,Terrain,vakpossito,11000000,,300.0,coinafrique
Terrain ½ lot carré angle à Zanguera Agbeliko,VENTE,Terrain,zanguera,11000000,,300.0,coinafrique
Terrain 1/2 lot à Assemmblée de Dieu Apesito,VENTE,Terrain,assemmblee de dieu apesito,11000000,,300.0,coinafrique
Terrain 1/4 lot angle à Sanguéra kohé,VENTE,Terrain,sanguera kohe,11000000,,150.0,coinafrique
Terrain 1/4 lot angle à Sanguéra Kohé,VENTE,Terrain,sanguera kohe,11000000,,150.0,coinafrique
Terrain de 1/2 lot derrière église ensemblée de Dieu Vakpossito,VENTE,Terrain,vakpossito,11000000,,300.0,coinafrique
Terrain 1 lot - Zanguéra,VENTE,Terrain,zanguera,11000000,,600.0,coinafrique
Terrain 1 lot avec tf à Zanguera,VENTE,Terrain,zanguera,11000000,,600.0,coinafrique
Terrain 1 lot - Zanguera Agbeliko,VENTE,Terrain,zanguera,11000000,,600.0,coinafrique
Terrain 300 m² - Klobatem,VENTE,Terrain,klobatem,11000000,,300.0,coinafrique
Terrain 1/2 lot à Zanguera,VENTE,Terrain,zanguera,11000000,,300.0,coinafrique
Terrain 297 m² - Djagblé,VENTE,Terrain,djagble,11000000,,297.0,coinafrique
Terrain 1lot - Plan simp,VENTE,Terrain,plan simp,11000000,,600.0,coinafrique
Terrain 1/2 lots - Legbassito,VENTE,Terrain,legbassito,11000000,,300.0,coinafrique
Terrain - Zanguéra,VENTE,Terrain,zanguera,11000000,,600.0,coinafrique
Terrain 04 lots à Djablé Lebe Adidomé,VENTE,Terrain,djable lebe adidome,11000000,,2400.0,coinafrique
Terrain 7 lots - Akepedo,VENTE,Terrain,akepedo,11000000,,4200.0,coinafrique
Terrain 1 lot à Aveta,VENTE,Terrain,aveta,11000000,,600.0,coinafrique
Terrain 1/2 lot à Zanguéra,VENTE,Terrain,zanguera,11000000,,300.0,coinafrique
Terrain 1 lot à Akapedo,VENTE,Terrain,akapedo,11000000,,600.0,coinafrique
Terrain 1/4 de lot Addidogome lycée technique 50m du goudron,VENTE,Terrain,adidogome,11000000,,150.0,coinafrique
Terrain 4 lots à Lomé - kpalimé,VENTE,Terrain,kpalime,11000000,,2400.0,coinafrique
Terrain 4 lots à Agbodrafo ahame,VENTE,Terrain,agbodrafo ahame,11000000,,2400.0,coinafrique
Terrain 4 lot clôturés à Segbé akato,VENTE,Terrain,segbe akato,10500000,,2400.0,coinafrique
Terrain 1/4 + maison inachevée de 3 pièces - Agoe apessito,VENTE,Terrain,agoe apessito,10000000,3.0,150.0,coinafrique
Terrain 1/2 lot + 2 boutiques - Zanguéra,VENTE,Terrain,zanguera,10000000,,300.0,coinafrique
Terrain 1/2 lot clôturé à Dangbessito,VENTE,Terrain,dangbessito,10000000,,300.0,coinafrique
Terrain 1/2 lot - Agovoudou,VENTE,Terrain,agovoudou,10000000,,300.0,coinafrique
Terrain 1/2 lot clôturé à Zanguera - dagbéssito,VENTE,Terrain,dagbessito,10000000,,300.0,coinafrique
"Terrain 1/2 lot, soit 294m² à Légbassito",VENTE,Terrain,legbassito,10000000,,300.0,coinafrique
Terrain à Lébé Baya Kopé,VENTE,Terrain,lebe baya kope,10000000,,600.0,coinafrique
Terrain demi lot à Agoe Logope,VENTE,Terrain,agoe logope,10000000,,600.0,coinafrique
Terrain 15 lots à akepe à 350 m rn4,VENTE,Terrain,akepe a,10000000,,9000.0,coinafrique
Terrain 1 lot angle rue Apessito Moekope,VENTE,Terrain,apessito moekope,10000000,,600.0,coinafrique
Terrain 1/2 lot non loin du goudron Segbe Akato,VENTE,Terrain,akato,10000000,,300.0,coinafrique
"Terrain 1/2 lot à 1,4 km du goudron Agoe Sogbossito",VENTE,Terrain,sogbossito,10000000,,300.0,coinafrique
Terrain 1/2 lot solidement clôturer a konyto,VENTE,Terrain,konyto,10000000,,300.0,coinafrique
Terrain 1/2 lot - Legbassito konyto,VENTE,Terrain,legbassito konyto,10000000,,300.0,coinafrique
Terrain 1lot - Davie,VENTE,Terrain,davie,10000000,,600.0,coinafrique
Terrain 2 lots - Lebe,VENTE,Terrain,lebe,10000000,,1200.0,coinafrique
Terrain 2036m² - Kloto kpalimé,VENTE,Terrain,k,10000000,,2036.0,coinafrique
Terrain 1/2 lot Adidogome Logote,VENTE,Terrain,logote,10000000,,300.0,coinafrique
Terrain 1/2 lot clôturé - Agoè,VENTE,Terrain,agoe,10000000,,300.0,coinafrique
Terain 06 lots zanguéra aképédo,VENTE,Terrain,zanguera,10000000,,3600.0,coinafrique
Parcelle – Agoé Ahonkpoè,VENTE,Terrain,ahonkpoe,10000000,,600.0,coinafrique
Terrains 2 lots à Lédikopé,VENTE,Terrain,ledikope,10000000,,1200.0,coinafrique
Terrain 1/2 lot à Segbe,VENTE,Terrain,segbe,10000000,,300.0,coinafrique
Terrain demi lot - Legbassito,VENTE,Terrain,legbassito,10000000,,600.0,coinafrique
Terrain à Togokomé,VENTE,Terrain,togokome,10000000,,600.0,coinafrique
Terrain agricole 2 lots - Adetikope,VENTE,Terrain,adetikope,10000000,,1200.0,coinafrique
Terrain 1 lot bien clôturé - Davie,VENTE,Terrain,davie,10000000,,600.0,coinafrique
Terrain - Kpalimé,VENTE,Terrain,kpalime,10000000,,600.0,coinafrique
Terrain 6 lots à Noepe,VENTE,Terrain,noepe,10000000,,3600.0,coinafrique
Terrain TF à Apessito,VENTE,Terrain,apessito,10000000,,600.0,coinafrique
Terrain /2 Lot Sis Agoê kognito,VENTE,Terrain,kognito,10000000,,1200.0,coinafrique
Terrain 8 lots TF à Noépé,VENTE,Terrain,noepe,10000000,,4800.0,coinafrique
Terrain 8 lots Noepé,VENTE,Terrain,noepe,10000000,,4800.0,coinafrique
Terrain 5 lots Adetikope tonoukouti,VENTE,Terrain,adetikope tonoukcope,10000000,,3000.0,coinafrique
Terrain à Aveta,VENTE,Terrain,aveta,10000000,,600.0,coinafrique
Terrain 1 lot à à Aveta,VENTE,Terrain,aveta,10000000,,600.0,coinafrique
Terrain 1/2lot cloturé - Zanguera,VENTE,Terrain,zanguera,10000000,,300.0,coinafrique
Terrain 6 lots à Aképédo,VENTE,Terrain,akepe,10000000,,3600.0,coinafrique
Terrain 2 lots à kovié - Noepe,VENTE,Terrain,noepe,10000000,,1200.0,coinafrique
Terrain - Zanguera,VENTE,Terrain,zanguera,10000000,,600.0,coinafrique
Terrain TF Agoè Zopomahé,VENTE,Terrain,agoe,10000000,,600.0,coinafrique
Terrain 3 lots collés - Adétikopé hotel GMK,VENTE,Terrain,adetikope gmk,9500000,,1800.0,coinafrique
Terrain 400 lots a Apesito,VENTE,Terrain,apesito,9500000,,400.0,coinafrique
Terrain 1/4 de lot semi clôturé à kegue derrière le bar Trocadéro,VENTE,Terrain,kegue,9500000,,150.0,coinafrique
Terrain 1/2 lot - Djagblé,VENTE,Terrain,djagble,9000000,,300.0,coinafrique
Terain 211m² à Agoe Amerinta Assiko,VENTE,Terrain,agoe amerinta assiko,9000000,,211.0,coinafrique
Terrain 1/4 lot à Adidogomé Wognomé otr,VENTE,Terrain,adidogome,9000000,,150.0,coinafrique
Terrain 1/2 lot - Legbassito,VENTE,Terrain,legbassito,9000000,,300.0,coinafrique
Terrain à Aképédo,VENTE,Terrain,akepe,9000000,,600.0,coinafrique
Terrain 600 m² à noèpe au bord de la 70 m de kovie,VENTE,Terrain,noepe au bord de la,9000000,,600.0,coinafrique
Terrain 1/4 lot - Agoe daliko,VENTE,Terrain,agoe daliko,9000000,,150.0,coinafrique
Terrain 1/4 lot plus à Agoe Legbassito Avinato,VENTE,Terrain,agoe legbassito avinato,9000000,,150.0,coinafrique
Terrain - Adidogome,VENTE,Terrain,adidogome,9000000,,600.0,coinafrique
Terrain 1 lot - Zanguera afiadenygban,VENTE,Terrain,zanguera afiadenygban,9000000,,600.0,coinafrique
"Terrain 1/2 lot de forme triangulaire clôturé à Assiko kloklognipé, a 100m de la grande voie",VENTE,Terrain,grande voie,9000000,,300.0,coinafrique
Terrain 1/2 lot - Attiegou Yayra Kopé,VENTE,Terrain,attiegou yayra kope,9000000,,300.0,coinafrique
Parcelle - Zanguera,VENTE,Terrain,zanguera,9000000,,600.0,coinafrique
Terrain à Zanguera Attidjin,VENTE,Terrain,zanguera attidjin,9000000,,600.0,coinafrique
Terrain Demi lot à Sogbossito Nyamasigan,VENTE,Terrain,sogbossito,9000000,,600.0,coinafrique
Terrain 1/2lots à Zanguera Kpala,VENTE,Terrain,zanguera kpala,9000000,,300.0,coinafrique
"Terrain 139m² soit 7,5m/ 18,60 á Agoé baya 2",VENTE,Terrain,agoe baya,9000000,,139.0,coinafrique
Terrain - Lomé Aképé,VENTE,Terrain,akepe,9000000,,600.0,coinafrique
Terrain - Tomdè (kara),VENTE,Terrain,tomde kara,9000000,,600.0,coinafrique
Terrain 1/2 lot à Akato,VENTE,Terrain,akato,9000000,,300.0,coinafrique
Terrain 1/2 lot à Akepe,VENTE,Terrain,akepe,9000000,,300.0,coinafrique
Terrain TF à Mission tove,VENTE,Terrain,mission tove,9000000,,600.0,coinafrique
Parcelle contenant 2 pièces 150m² Agoé Daliko,VENTE,Terrain,daliko,9000000,2.0,150.0,coinafrique
Terrain 700 m² - Grand Marché De Lomé,VENTE,Terrain,grand marche de lome,9000000,,700.0,coinafrique
Terrain 1/2 lot Apessito,VENTE,Terrain,apessito,9000000,,300.0,coinafrique
Terrain ½ lot à Apessito non loin de adjoignon,VENTE,Terrain,apessito,9000000,,300.0,coinafrique
Terrain 1/2 lot - Togokomé,VENTE,Terrain,togokome,8500000,,300.0,coinafrique
Terrain 1 lot à Anoepe,VENTE,Terrain,anoepe,8500000,,600.0,coinafrique
Terrain 1/4 lot - Agoé,VENTE,Terrain,agoe,8500000,,150.0,coinafrique
Terrain 1/2 lot - Kpala,VENTE,Terrain,kpala,8500000,,300.0,coinafrique
Terrain 1/2 lot - Agoe Legbassito,VENTE,Terrain,agoe legbassito,8500000,,300.0,coinafrique
Terrain 1 lot à Akepe contournement,VENTE,Terrain,akepe contournement,8500000,,600.0,coinafrique
Terrain 3 lots à akepe,VENTE,Terrain,akepe,8500000,,1800.0,coinafrique
Terrain 1/4 lot - Segbé,VENTE,Terrain,segbe,8500000,,2400.0,coinafrique
Terrain 600 m² - Zopomahé,VENTE,Terrain,zopomahe,8000000,,600.0,coinafrique
Terrain 1/4 lot - Agoe daliko,VENTE,Terrain,agoe daliko,8000000,,150.0,coinafrique
Terrain 2 lots - Avéta,VENTE,Terrain,aveta,8000000,,1200.0,coinafrique
Terrain 1/2 carré à Segbé,VENTE,Terrain,segbe,8000000,,300.0,coinafrique
Terrain 1/4 lot à sogbossito,VENTE,Terrain,sogbossito,8000000,,150.0,coinafrique
Terrain 8 lots - Noépe,VENTE,Terrain,noepe,8000000,,4800.0,coinafrique
Terrain à Adidogome wognome,VENTE,Terrain,adidogome wonyome,8000000,,600.0,coinafrique
Terrain 1 lot - Agosito,VENTE,Terrain,agosito,8000000,,600.0,coinafrique
Terrain 1 lot au bord du goudron de Hahotoe,VENTE,Terrain,hahotoe,8000000,,600.0,coinafrique
Parcelle - Zanguera,VENTE,Terrain,zanguera,8000000,,600.0,coinafrique
Terrain ½lot (300m²) sur son terrain de 709m² à Agoé Togblékopé Akoin,VENTE,Terrain,agoe togblekope akoin,8000000,,300.0,coinafrique
Terrain 08 lots - Noépé,VENTE,Terrain,noepe,8000000,,4800.0,coinafrique
Terrain 1/2 lot à Dangbessito,VENTE,Terrain,dangbessito,8000000,,300.0,coinafrique
Terrain 709m² à Agoé Togblékopé Akoin,VENTE,Terrain,agoe togblekope akoin,8000000,,709.0,coinafrique
Terrain 1 lot au Péage d’Aképé,VENTE,Terrain,akepe,8000000,,600.0,coinafrique
Terrain demi lot à Kégué Zogbedji,VENTE,Terrain,kegue,8000000,,600.0,coinafrique
Terrains - Apessito,VENTE,Terrain,apessito,8000000,,600.0,coinafrique
Terrain 1 demi lot angle 2 rues clôture à Amerinta,VENTE,Terrain,amerinta,8000000,,600.0,coinafrique
Terrain 279m² à à 45m de la grande route Djagble - abolave,VENTE,Terrain,abolave,8000000,,279.0,coinafrique
"Terrain 1/2 lot Legbassito - Zovadjin, 1km du contournement",VENTE,Terrain,zovadjin 1km du contournement,8000000,,300.0,coinafrique
Terrain 1 lot - Aveta,VENTE,Terrain,aveta,8000000,,600.0,coinafrique
Terrain 1/4 lot à Legbassito,VENTE,Terrain,legbassito,8000000,,2400.0,coinafrique
Parcelle - Agoè Logopé,VENTE,Terrain,agoe,8000000,,600.0,coinafrique
Terrain ¼ de lot à vakpossito,VENTE,Terrain,vakpossito,8000000,,150.0,coinafrique
Terrain 4 lots - Tsevié,VENTE,Terrain,tsevie,8000000,,2400.0,coinafrique
Terrain 1 lot Avéta,VENTE,Terrain,aveta,8000000,,600.0,coinafrique
Terrain 01 lot à noepe,VENTE,Terrain,noepe,8000000,,600.0,coinafrique
Terrain - Lomé Djagblé,VENTE,Terrain,djagble,8000000,,600.0,coinafrique
Terrain 3 lots - Gbamakope,VENTE,Terrain,gbamakope,8000000,,1800.0,coinafrique
Terrain 1/2 lot à Akepe,VENTE,Terrain,akepe,7500000,,300.0,coinafrique
Terrain 300m² à zanguéra ancien péage,VENTE,Terrain,zanguera,7500000,,300.0,coinafrique
Terrain 1/2 lot - Agoe Amerinta,VENTE,Terrain,agoe amerinta,7500000,,300.0,coinafrique
Terrain 1/4 lot - Sogbossito,VENTE,Terrain,sogbossito,7500000,,150.0,coinafrique
Terrain 1/4 de lot à Adidogomé konhé,VENTE,Terrain,adidogome,7500000,,150.0,coinafrique
Terrain 1/4 lot - Agoè Sogbossito,VENTE,Terrain,agoe,7500000,,150.0,coinafrique
Terrain agricole 1/2 lot - Zanguéra,VENTE,Terrain,zanguera,7500000,,300.0,coinafrique
Terrain 8 lots à Noépé,VENTE,Terrain,noepe,7500000,,4800.0,coinafrique
Terrain 8 lots - Noépé,VENTE,Terrain,noepe,7500000,,4800.0,coinafrique
Terrain - Adidogome - kohe,VENTE,Terrain,kohe,7500000,,600.0,coinafrique
Terrain 150 lots - Adetikope,VENTE,Terrain,adetikope,7000000,,150.0,coinafrique
Terrain 300m² - Apessito,VENTE,Terrain,apessito,7000000,,300.0,coinafrique
Terrain 1/2 lot - Djagblé,VENTE,Terrain,djagble,7000000,,300.0,coinafrique
Terrain - Kpala,VENTE,Terrain,kpala,7000000,,600.0,coinafrique
Terrain 1 lot - Noepè,VENTE,Terrain,noepe,7000000,,600.0,coinafrique
Terrain 300m² à Kégué Zogbedji,VENTE,Terrain,kegue,7000000,,300.0,coinafrique
Terrain - Somone,VENTE,Terrain,somone,7000000,,600.0,coinafrique
Terraina - Zanguera,VENTE,Terrain,zanguera,7000000,,600.0,coinafrique
Terrain 1/4 de lot avec 2 pieces a Avedji Wessomé,VENTE,Terrain,avedji wessome,7000000,,150.0,coinafrique
Terrain 4 lots a Akepé,VENTE,Terrain,akepe,7000000,,2400.0,coinafrique
Terrain 2 lots - Davié,VENTE,Terrain,davie,7000000,,1200.0,coinafrique
Terrain 1/2 lot - Legbassito,VENTE,Terrain,legbassito,7000000,,300.0,coinafrique
Terrain 150m² à Adidogomé - wongnomai,VENTE,Terrain,adidogome,7000000,,150.0,coinafrique
Terrain 1/2 lot - Noepe Ville V,VENTE,Terrain,noepe ville v,7000000,,300.0,coinafrique
Terrain 1/2 lot - Noepé Ville,VENTE,Terrain,noepe ville,7000000,,300.0,coinafrique
Terrain demi lot à Kpala Dzigbe,VENTE,Terrain,kpala dzigbe,7000000,,600.0,coinafrique
Terrain ¼ de lot 7.5/20 à Akato catholique,VENTE,Terrain,akato catholique,7000000,,600.0,coinafrique
Terrain un demi lot à Kégué Zogbedji,VENTE,Terrain,kegue,7000000,,600.0,coinafrique
Terrain 7 lots Dalavé après le payage,VENTE,Terrain,dalave,7000000,,4200.0,coinafrique
Terrain 1/4 à Legbassito Lomé,VENTE,Terrain,legbassito lome,7000000,,150.0,coinafrique
Terrain 2 lot - Noepé,VENTE,Terrain,noepe,7000000,,1200.0,coinafrique
Terrain 1/2 lot - Noépé,VENTE,Terrain,noepe,6500000,,300.0,coinafrique
Terrain 1/2 lot avec 2 pièces à Noèpé,VENTE,Terrain,noepe,6500000,2.0,300.0,coinafrique
Terrain 948 m² - Tsévié,VENTE,Terrain,tsevie,6500000,,948.0,coinafrique
Terrain 1/2 lot à Sanguera Klikamé,VENTE,Terrain,sanguera klikame,6500000,,300.0,coinafrique
Terrain 1/4 lot clôturer - Zossime dali,VENTE,Terrain,zossime dali,6500000,,150.0,coinafrique
Terrain demi lot 10/30m à Sanguera Klikamé,VENTE,Terrain,sanguera klikame,6500000,,300.0,coinafrique
Terrain 1 lot à Adetikope,VENTE,Terrain,adetikope,6500000,,600.0,coinafrique
Terrain demi lot nu Agoé Kové non loin du carrefour kpogli,VENTE,Terrain,kove,6500000,,600.0,coinafrique
Vente 10 lots au bord du goudron Agou - Gadjekpé,VENTE,Terrain,gadjekpe,6000000,,6000.0,coinafrique
Terrain 1 /2 lot - Djasseme,VENTE,Terrain,djasseme,6000000,,1200.0,coinafrique
Terrain 1/2 lot - Agbodrafo,VENTE,Terrain,agbodrafo,6000000,,300.0,coinafrique
Terrain - Adetsikope,VENTE,Terrain,adetikope,6000000,,600.0,coinafrique
Terrain 1/4 de lot à Agoè Legbassito,VENTE,Terrain,agoe,6000000,,150.0,coinafrique
Terrain 2 lots - Tsévié,VENTE,Terrain,tsevie,6000000,,1200.0,coinafrique
Terrain 1 lot à Tsevie,VENTE,Terrain,tsevie,6000000,,600.0,coinafrique
Terrain 6lots collé à Noepé Lanwandankopé,VENTE,Terrain,noepe lanwandankope,6000000,,3600.0,coinafrique
Terrain 2 lots - Noepe,VENTE,Terrain,noepe,6000000,,1200.0,coinafrique
Terrain à Davie,VENTE,Terrain,davie,6000000,,600.0,coinafrique
Terrains 2 lots 1/2 à Dalavé,VENTE,Terrain,dalave,6000000,,300.0,coinafrique
Terrain 30ha à Glekondji,VENTE,Terrain,glekondji,6000000,,600.0,coinafrique
Terrain 3 lots à Kovié,VENTE,Terrain,kovie,6000000,,1800.0,coinafrique
Terrain demi lot à Agoe legbassito kognito,VENTE,Terrain,agoe legbassito kognito,6000000,,600.0,coinafrique
Terrain 1 lot à kpome,VENTE,Terrain,kpome,6000000,,600.0,coinafrique
Terrain 1/2 lot à Zanguera,VENTE,Terrain,zanguera,6000000,,300.0,coinafrique
Terrain 3 lots - Akepe,VENTE,Terrain,akepe,6000000,,1800.0,coinafrique
Parcelle 300m² - Adétikopé,VENTE,Terrain,adetikope,6000000,,300.0,coinafrique
Terrain - Néopé,VENTE,Terrain,neope,6000000,,600.0,coinafrique
Terrain 1/2 lot - Adetikope,VENTE,Terrain,adetikope,6000000,,300.0,coinafrique
Terrain demi carré 15 /20 angle de rue à Apéssito Avenyakè,VENTE,Terrain,apessito avenyake,6000000,,300.0,coinafrique
Terrains 300m² - Lomé,VENTE,Terrain,lome,5600000,,300.0,coinafrique
Terrain 1/2 lot - Djagble abolave,VENTE,Terrain,djagble abolave,5500000,,300.0,coinafrique
Terrain 1/4 lot - Togokomé,VENTE,Terrain,togokome,5500000,,150.0,coinafrique
Terrain 200 lots collés - Adetikope kpome,VENTE,Terrain,adetikope kpome,5500000,,200.0,coinafrique
Terrains lots à Adetikope,VENTE,Terrain,adetikope,5500000,,600.0,coinafrique
Terrain 3.5 lots - Noèpé,VENTE,Terrain,noepe,5500000,,2400.0,coinafrique
Terrain 1/4 lot - Agoe legbassito,VENTE,Terrain,agoe legbassito,5500000,,150.0,coinafrique
Terrain 1/2 lot 325m² à Djagble Abolavé,VENTE,Terrain,djagble abolave,5500000,,300.0,coinafrique
Terrain 2 lots collés à Noepe,VENTE,Terrain,noepe,5500000,,1200.0,coinafrique
Terrain 1/4 de lot carré à Légbassito,VENTE,Terrain,legbassito,5500000,,150.0,coinafrique
Terrain demi lot - Davie,VENTE,Terrain,davie,5500000,,600.0,coinafrique
Terrain à Noepé derrière le lycée et le CEG,VENTE,Terrain,noepe,5500000,,600.0,coinafrique
Terrain 1/2 lot à Djagble,VENTE,Terrain,djagble,5500000,,300.0,coinafrique
Terrain demi lot - Djagble,VENTE,Terrain,djagble,5500000,,600.0,coinafrique
Terrain 1/4 lot - Adetikopé,VENTE,Terrain,adetikope,5500000,,2400.0,coinafrique
Terrain - Djagblé,VENTE,Terrain,djagble,5000000,,600.0,coinafrique
Terrain 5 lots 2971m² à Tsévié - Agbélouve,VENTE,Terrain,agbelouve,5000000,,3000.0,coinafrique
Terrain 1 lot - Abobo kpoguedé,VENTE,Terrain,abobo,5000000,,600.0,coinafrique
Terrain 1/4 lot - Agovoudou,VENTE,Terrain,agovoudou,5000000,,150.0,coinafrique
Terrain 1/2 lot - Ydavé,VENTE,Terrain,ydave,5000000,,300.0,coinafrique
Terrains 600 m² - Lomé,VENTE,Terrain,lome,5000000,,600.0,coinafrique
Terrain 1/2 lot - Kpala,VENTE,Terrain,kpala,5000000,,300.0,coinafrique
Terrain 1/4 lot - Adidogomé,VENTE,Terrain,adidogome,5000000,,150.0,coinafrique
Terrain 1/2 lot Apessito moekope,VENTE,Terrain,apessito moekope,5000000,,300.0,coinafrique
Terrain à Ahokoto,VENTE,Terrain,ahokoto,5000000,,600.0,coinafrique
Terrain 1/4 lot - Sanguera klikanme,VENTE,Terrain,sanguera klikanme,5000000,,150.0,coinafrique
Terrain 3 lots - kovié,VENTE,Terrain,kovie,5000000,,1800.0,coinafrique
Terrain 1/4 lot - Ségbé Agokpanou,VENTE,Terrain,segbe agokpanou,5000000,,2400.0,coinafrique
Terrain - Yokoè,VENTE,Terrain,yokoe,5000000,,600.0,coinafrique
