Source,Titre,Type d'offre,Type de bien,Quartier,Prix,Piece,Surface,Valeur par piece,Valeur par m2,source
IMMOASK,Boutique 1 pièce(s) 50 m² - Baguida,LOCATION,BOUTIQUE,BAGUIDA,70000,1,50.0,70000.0,1400,immoask
IMMOASK,Villa 3 pièce(s) 104 m² - Agoe,LOCATION,APPARTEMENT,AGOE,250000,3,104.0,83333.0,2404,immoask
IMMOASK,Espace commercial 2 pièce(s) 10 m² - Kpomé,LOCATION,BOUTIQUE,KPOME,5003,2,10.0,2502.0,500,immoask
IMMOASK,Espace commercial 2 pièce(s) 10 m² - Kpomé,LOCATION,BOUTIQUE,KPOME,5003,2,10.0,2502.0,500,immoask
IMMOASK,Espace commercial 2 pièce(s) 10 m² - Kpomé,LOCATION,BOUTIQUE,KPOME,5003,2,10.0,2502.0,500,immoask
IMMOASK,Appartement 3 pièce(s) 10 m² - Adetikope,LOCATION,APPARTEMENT,ADETIKOPE,100000,3,10.0,33333.0,10000,immoask
IMMOASK,Maison 3 pièce(s) 10 m² - Afagnan,LOCATION,APPARTEMENT,AFAGNAN,80000,3,10.0,26667.0,8000,immoask
IMMOASK,Villa 3 pièce(s) 10 m² - Adetikope,LOCATION,APPARTEMENT,ADETIKOPE,90000,3,10.0,30000.0,9000,immoask
IMMOASK,Chambre salon 1 pièce(s) 14 m² - Baguida,LOCATION,CHAMBRE,BAGUIDA,300000,1,14.0,300000.0,21429,immoask
IMMOASK,Appartement meublé 1 pièce(s) 30 m² - Agbalépédo,LOCATION,APPARTEMENT MEUBLE,AGBALEPEDO,450000,1,30.0,450000.0,15000,immoask
IMMOASK,Appartement meublé 1 pièce(s) 25 m² - Djidjolé,LOCATION,APPARTEMENT MEUBLE,DJIDJOLE,500000,1,25.0,500000.0,20000,immoask
IMMOASK,Terrain urbain 2 pièce(s) 600 m² - Agoe,VENTE,TERRAIN URBAIN,AGOE,32000000,,600.0,,53333,immoask
IMMOASK,Appartement 3 pièce(s) 40 m² - Ablogame,LOCATION,APPARTEMENT,ABLOGAME,250000,3,40.0,83333.0,6250,immoask
IMMOASK,Appartement 3 pièce(s) 10 m² - Bè,LOCATION,APPARTEMENT,BE,300000,3,10.0,100000.0,30000,immoask
IMMOASK,Maison 4 pièce(s) 600 m² - Avepozo,VENTE,MAISON,AVEPOZO,35000000,4,600.0,,58333,immoask
IMMOASK,Appartement meublé 2 pièce(s) 80 m² - Adidogome,LOCATION,APPARTEMENT MEUBLE,ADIDOGOME,500000,2,80.0,250000.0,6250,immoask
IMMOASK,Terrain urbain 2 pièce(s) 600 m² - Ablogame,LOCATION,TERRAIN URBAIN,ABLOGAME,400000,2,600.0,200000.0,667,immoask
IMMOASK,Appartement 3 pièce(s) 60 m² - Totsi,LOCATION,APPARTEMENT,TOTSI,200000,3,60.0,66667.0,3333,immoask
IMMOASK,Appartement 3 pièce(s) 70 m² - Adidogome,LOCATION,APPARTEMENT,ADIDOGOME,80000,3,70.0,26667.0,1143,immoask
IMMOASK,Appartement 2 pièce(s) 40 m² - Djidjolé,LOCATION,APPARTEMENT,DJIDJOLE,90000,2,40.0,45000.0,2250,immoask
IMMOASK,Villa 3 pièce(s) 80 m² - Djidjolé,LOCATION,APPARTEMENT,DJIDJOLE,200000,3,80.0,66667.0,2500,immoask
IMMOASK,Villa 3 pièce(s) 900 m² - Agoe,VENTE,VILLA,AGOE,45000000,3,900.0,,50000,immoask
IMMOASK,Villa 3 pièce(s) 900 m² - Agoe,LOCATION,APPARTEMENT,AGOE,90000,3,900.0,30000.0,100,immoask
IMMOASK,Appartement meublé 2 pièce(s) 78 m² - Adidogome,LOCATION,APPARTEMENT MEUBLE,ADIDOGOME,1150000,2,78.0,575000.0,14744,immoask
IMMOASK,Appartement meublé 1 pièce(s) 20 m² - Adidogome,LOCATION,APPARTEMENT MEUBLE,ADIDOGOME,673000,1,20.0,673000.0,33650,immoask
IMMOASK,Appartement 3 pièce(s) 80 m² - Agoe,LOCATION,APPARTEMENT,AGOE,100000,3,80.0,33333.0,1250,immoask
IMMOASK,Appartement meublé 2 pièce(s) 70 m² - Adidogome,LOCATION,APPARTEMENT MEUBLE,ADIDOGOME,1070000,2,70.0,535000.0,15286,immoask
IMMOASK,Appartement meublé 2 pièce(s) 77 m² - Adidogome,LOCATION,APPARTEMENT MEUBLE,ADIDOGOME,980000,2,77.0,490000.0,12727,immoask
IMMOASK,Appartement meublé 1 pièce(s) 60 m² - Adewui,LOCATION,APPARTEMENT MEUBLE,ADEWUI,430000,1,60.0,430000.0,7167,immoask
IMMOASK,Appartement meublé 2 pièce(s) 71 m² - Adidogome,LOCATION,APPARTEMENT MEUBLE,ADIDOGOME,450000,2,71.0,225000.0,6338,immoask
IMMOASK,Appartement meublé 1 pièce(s) 25 m² - Adewui,LOCATION,APPARTEMENT MEUBLE,ADEWUI,320000,1,25.0,320000.0,12800,immoask
IMMOASK,Villa 3 pièce(s) 80 m² - Totsi,LOCATION,APPARTEMENT,TOTSI,200000,3,80.0,66667.0,2500,immoask
IMMOASK,Appartement meublé 2 pièce(s) 70 m² - Adidogome,LOCATION,APPARTEMENT MEUBLE,ADIDOGOME,1150000,2,70.0,575000.0,16429,immoask
IMMOASK,Appartement meublé 1 pièce(s) 26 m² - Hédzranawoe,LOCATION,APPARTEMENT MEUBLE,HEDZRANAWOE,350000,1,26.0,350000.0,13462,immoask
IMMOASK,Appartement meublé 1 pièce(s) 20 m² - Hédzranawoe,LOCATION,APPARTEMENT MEUBLE,HEDZRANAWOE,250000,1,20.0,250000.0,12500,immoask
IMMOASK,Villa 4 pièce(s) 150 m² - Agbalépédo,LOCATION,APPARTEMENT,AGBALEPEDO,380000,4,150.0,95000.0,2533,immoask
IMMOASK,Appartement 2 pièce(s) 60 m² - Agoe,LOCATION,APPARTEMENT,AGOE,70000,2,60.0,35000.0,1167,immoask
IMMOASK,Chambre 1 pièce(s) 15 m² - Adidogome,LOCATION,CHAMBRE,ADIDOGOME,30000,1,15.0,30000.0,2000,immoask
IMMOASK,Appartement meublé 2 pièce(s) 70 m² - Adidogome,LOCATION,APPARTEMENT MEUBLE,ADIDOGOME,1092000,2,70.0,546000.0,15600,immoask
IMMOASK,Appartement 3 pièce(s) 80 m² - Djidjolé,LOCATION,APPARTEMENT,DJIDJOLE,220000,3,80.0,73333.0,2750,immoask
IMMOASK,Terrain urbain 2 pièce(s) 450 m² - Segbe,VENTE,TERRAIN URBAIN,SEGBE,8500000,,450.0,,18889,immoask
IMMOASK,"villa,louer,lome,sagboville",LOCATION,APPARTEMENT,SAGBOVILLE,200000,3,10.0,66667.0,20000,immoask
IMMOASK,"villa meublée,louer,lome,agoe",LOCATION,VILLA MEUBLE,AGOE,800000,4,600.0,200000.0,1333,immoask
IMMOASK,"villa meublée,louer,lome,agoe",LOCATION,VILLA MEUBLE,AGOE,800000,4,600.0,200000.0,1333,immoask
IMMOASK,"villa,louer,lome,adidogome",LOCATION,APPARTEMENT,ADIDOGOME,250000,3,150.0,83333.0,1667,immoask
IMMOASK,"terrain,vendre,lome,djagble",VENTE,TERRAIN,DJAGBLE,15000000,,600.0,,25000,immoask
IMMOASK,"bureau,louer,lome,bernard cope",LOCATION,BUREAU,AGOE,150000,5,60.0,30000.0,2500,immoask
IMMOASK,"boutique,louer,lome,agbalepedo",LOCATION,BOUTIQUE,AGBALEPEDO,60000,1,20.0,60000.0,3000,immoask
IMMOASK,"villa,louer,lome,zossime",LOCATION,APPARTEMENT,AGOE,150000,4,100.0,37500.0,1500,immoask
IMMOASK,"terrain,vendre,lome,akepedo",VENTE,TERRAIN,AKEPEDO,320000000,,600.0,,533333,immoask
IMMOASK,"appartement meublé,louer,lome,kegue",LOCATION,APPARTEMENT MEUBLE,KEGUE,500000,2,90.0,250000.0,5556,immoask
IMMOASK,"appartement meublé,louer,lome,agoe",LOCATION,APPARTEMENT MEUBLE,AGOE,400000,2,300.0,200000.0,1333,immoask
IMMOASK,"appartement meublé,louer,lome,kegue",LOCATION,APPARTEMENT MEUBLE,KEGUE,400000,2,90.0,200000.0,4444,immoask
IMMOASK,"terrain,vendre,lome,legbassito",VENTE,TERRAIN,AGOE,30000000,,600.0,,50000,immoask
IMMOASK,"terrain,vendre,lome,segbe",VENTE,TERRAIN,SEGBE,17000000,,900.0,,18889,immoask
IMMOASK,"terrain,vendre,lome,segbe",VENTE,TERRAIN,SEGBE,20000000,,600.0,,33333,immoask
IMMOASK,"terrain,vendre,lome,adidogome",VENTE,TERRAIN,ADIDOGOME,30000000,,600.0,,50000,immoask
IMMOASK,"villa meublée,louer,lome,baguida",LOCATION,VILLA MEUBLE,BAGUIDA,850000,3,600.0,283333.0,1417,immoask
IMMOASK,"chambre salon,louer,lome,zanguera",LOCATION,CHAMBRE,ZANGUERA,45000,2,40.0,22500.0,1125,immoask
IMMOASK,"2 chambres salon,louer,lome,legbasito",LOCATION,APPARTEMENT,AGOE,70000,3,30.0,23333.0,2333,immoask
IMMOASK,"2 chambres salon,louer,lome,adidogome assiyeye",LOCATION,APPARTEMENT,ADIDOGOME,120000,3,100.0,40000.0,1200,immoask
IMMOASK,"studio meublé,louer,lome,kegue",LOCATION,APPARTEMENT MEUBLE,KEGUE,300000,1,20.0,300000.0,15000,immoask
IMMOASK,"3 chambres salon,louer,lome,lankouvi",LOCATION,APPARTEMENT,ADIDOGOME,80000,4,80.0,20000.0,1000,immoask
IMMOASK,"appartement meublé,louer,lome,agbalepedo",LOCATION,APPARTEMENT MEUBLE,AGBALEPEDO,600000,2,100.0,300000.0,6000,immoask
IMMOASK,"villa,louer,lome,3k",LOCATION,APPARTEMENT,BAGUIDA,350000,3,300.0,116667.0,1167,immoask
IMMOASK,"chambre salon,louer,lome,nukafu",LOCATION,CHAMBRE,NUKAFU,45000,2,25.0,22500.0,1800,immoask
IMMOASK,"terrain,vendre,lome,agbelouve",VENTE,TERRAIN,AGBELOUVE,2800000,,10000.0,,280,immoask
IMMOASK,"terrain,vendre,lome,kegue",VENTE,TERRAIN,KEGUE,55000000,,750.0,,73333,immoask
IMMOASK,"villa meublée,vendre,lome,zanguera",VENTE,VILLA MEUBLE,ZANGUERA,550000000,3,600.0,,916667,immoask
IMMOASK,"chambre,louer,lome,totsi egblinkome",LOCATION,CHAMBRE,TOTSI,30000,1,10.0,30000.0,3000,immoask
IMMOASK,"2 chambres salon,louer,1,nukafu",LOCATION,APPARTEMENT,NUKAFU,100000,3,60.0,33333.0,1667,immoask
IMMOASK,"3 chambres salon,louer,lome,kegue",LOCATION,APPARTEMENT,KEGUE,250000,4,120.0,62500.0,2083,immoask
IMMOASK,"villa,vendre,lome,forever",VENTE,VILLA,TOKOIN,250000000,5,10.0,,25000000,immoask
IMMOASK,"chambre,louer,lome,zanguera",LOCATION,CHAMBRE,ZANGUERA,30000,1,16.0,30000.0,1875,immoask
IMMOASK,"2 chambres salon,louer,lome,tokoin",LOCATION,APPARTEMENT,TOKOIN,35000,3,80.0,11667.0,438,immoask
IMMOASK,"chambre salon,louer,lome,adidogome atilamonou",LOCATION,CHAMBRE,ADIDOGOME,45000,2,25.0,22500.0,1800,immoask
IMMOASK,"2 chambres salon,louer,lome,adidogome kohe",LOCATION,APPARTEMENT,ADIDOGOME,70000,3,50.0,23333.0,1400,immoask
IMMOASK,"3 chambres salon,louer,lome,kegue",LOCATION,APPARTEMENT,KEGUE,150000,4,80.0,37500.0,1875,immoask
IMMOASK,"chambre salon,louer,lome,kegue",LOCATION,CHAMBRE,KEGUE,60000,2,20.0,30000.0,3000,immoask
IMMOASK,"villa meublée,louer,lome,avenou",LOCATION,VILLA MEUBLE,AVENOU,2000000,3,120.0,666667.0,16667,immoask
IMMOASK,"villa meublée,louer,lome,avenou",LOCATION,VILLA MEUBLE,AVENOU,2000000,3,120.0,666667.0,16667,immoask
IMMOASK,"studio meublé,louer,lome,agoe",LOCATION,CHAMBRE MEUBLE,AGOE,150000,1,80.0,150000.0,1875,immoask
IMMOASK,"maison,vendre,lome,agoe",VENTE,MAISON,AGOE,35000000,3,10.0,,3500000,immoask
IMMOASK,"appartement meublé,louer,lome,tokoin",LOCATION,APPARTEMENT MEUBLE,TOKOIN,450000,2,80.0,225000.0,5625,immoask
IMMOASK,"appartement meublé,louer,lome,agbalepedo",LOCATION,APPARTEMENT MEUBLE,AGBALEPEDO,400000,2,25.0,200000.0,16000,immoask
IMMOASK,"villa meublée,louer,lome,hedzranawoe",LOCATION,VILLA MEUBLE,HEDZRANAWOE,500000,3,300.0,166667.0,1667,immoask
IMMOASK,"appartement meublé,louer,lome,adidoadin",LOCATION,APPARTEMENT MEUBLE,ADIDOADIN,500000,2,250.0,250000.0,2000,immoask
IMMOASK,"appartement meublé,louer,1,adidoadin",LOCATION,APPARTEMENT MEUBLE,ADIDOADIN,500000,2,250.0,250000.0,2000,immoask
IMMOASK,"appartement meublé,louer,lome,agoe",LOCATION,APPARTEMENT MEUBLE,AGOE,200000,2,25.0,100000.0,8000,immoask
IMMOASK,"appartement meublé,louer,lome,avedji limousine",LOCATION,APPARTEMENT MEUBLE,ADIDOGOME,550000,2,300.0,275000.0,1833,immoask
IMMOASK,"appartement meublé,louer,lome,amadahome",LOCATION,APPARTEMENT MEUBLE,ADIDOGOME,350000,2,25.0,175000.0,14000,immoask
IMMOASK,"appartement meublé,louer,lome,amandahome",LOCATION,APPARTEMENT MEUBLE,ADIDOGOME,700000,2,300.0,350000.0,2333,immoask
IMMOASK,"villa,vendre,lome,agoe",VENTE,APPARTEMENT MEUBLE,AGOE,155000000,2,1200.0,,129167,immoask
IMMOASK,"villa,vendre,lome,adidogome akato",VENTE,VILLA,ADIDOGOME,65000000,3,300.0,,216667,immoask
IMMOASK,"studio meublé,louer,lome,agoe",LOCATION,APPARTEMENT MEUBLE,AGOE,170000,2,16.0,85000.0,10625,immoask
IMMOASK,"maison,vendre,lome,tokoin hopital",VENTE,MAISON,TOKOIN,70000000,3,392.0,,178571,immoask
IMMOASK,"studio meublé,louer,lome,avedji",LOCATION,APPARTEMENT MEUBLE,AVEDJI,200000,2,20.0,100000.0,10000,immoask
IMMOASK,"terrain,vendre,kpalime,avetonou",VENTE,TERRAIN,AVETONOU,550000,,10000.0,,55,immoask
IMMOASK,"terrain,vendre,kpalime,avetonou",VENTE,TERRAIN,AVETONOU,550000,,10000.0,,55,immoask
IMMOASK,"terrain,vendre,kpalime,avetonou",VENTE,TERRAIN,AVETONOU,550000,,10000.0,,55,immoask
IMMOASK,"terrain,vendre,kpalime,avetonou",VENTE,TERRAIN,AVETONOU,550000,,10000.0,,55,immoask
IMMOASK,"terrain,vendre,kpalime,avetonou",VENTE,TERRAIN,AVETONOU,550000,,10000.0,,55,immoask
IMMOASK,"terrain,vendre,kpalime,avetonou",VENTE,TERRAIN,AVETONOU,550000,,10000.0,,55,immoask
IMMOASK,"appartement meublé,louer,lome,be gbenyedzi",LOCATION,APPARTEMENT MEUBLE,BE,400000,2,120.0,200000.0,3333,immoask
IMMOASK,"appartement meublé,louer,lome,atiegou",LOCATION,APPARTEMENT MEUBLE,ATTIEGOU,200000,1,80.0,200000.0,2500,immoask
IMMOASK,"appartement meublé,louer,lome,be gbenyedzi",LOCATION,APPARTEMENT MEUBLE,BE,350000,2,100.0,175000.0,3500,immoask
IMMOASK,"villa,vendre,lome,segbe",VENTE,VILLA,SEGBE,30000000,3,300.0,,100000,immoask
IMMOASK,"villa,louer,lome,totsi",LOCATION,APPARTEMENT,TOTSI,300000,3,300.0,100000.0,1000,immoask
IMMOASK,"villa,louer,lome,totsi",LOCATION,APPARTEMENT,TOTSI,300000,3,300.0,100000.0,1000,immoask
IMMOASK,"villa,louer,lome,totsi",LOCATION,APPARTEMENT,TOTSI,300000,3,300.0,100000.0,1000,immoask
IMMOASK,"villa,louer,lome,leo 2000",LOCATION,APPARTEMENT,LEO 2000,230000,3,150.0,76667.0,1533,immoask
IMMOASK,"villa,louer,lome,sagbado",LOCATION,APPARTEMENT,SAGBADO,100000,4,300.0,25000.0,333,immoask
IMMOASK,"boutique,louer,akepe,noepe",LOCATION,BOUTIQUE,NOEPE,60000,1,80.0,60000.0,750,immoask
IMMOASK,"chambre,louer,lome,hedzranawoe",LOCATION,CHAMBRE,HEDZRANAWOE,30000,1,25.0,30000.0,1200,immoask
IMMOASK,"terrain,vendre,lome,sagbado",VENTE,TERRAIN,SAGBADO,11000000,,300.0,,36667,immoask
IMMOASK,"appartement meublé,louer,lome,adewi",LOCATION,APPARTEMENT MEUBLE,ADEWUI,410000,2,100.0,205000.0,4100,immoask
IMMOASK,"appartement meublé,louer,lome,atilamonou",LOCATION,APPARTEMENT MEUBLE,ADIDOGOME,180000,2,120.0,90000.0,1500,immoask
IMMOASK,"appartement meublé,louer,lome,atilamonou",LOCATION,APPARTEMENT MEUBLE,ADIDOGOME,180000,2,120.0,90000.0,1500,immoask
IMMOASK,"appartement meublé,louer,lome, adewi",LOCATION,APPARTEMENT MEUBLE,ADEWUI,310000,1,110.0,310000.0,2818,immoask
IMMOASK,"studio meublé,louer,lome,adewi",LOCATION,CHAMBRE MEUBLE,ADEWUI,210000,1,90.0,210000.0,2333,immoask
IMMOASK,"magasin,louer,lome,hedzranawoe",LOCATION,MAGASIN,HEDZRANAWOE,350000,1,300.0,350000.0,1167,immoask
IMMOASK,"appartement meublé,louer,lome,nyekonakpoe",LOCATION,APPARTEMENT MEUBLE,NYEKONAKPOE,1000000,3,156.0,333333.0,6410,immoask
IMMOASK,"immeuble,vendre,lome,adewui",VENTE,VILLA,ADEWUI,100000000,2,680.0,,147059,immoask
IMMOASK,"terrain,vendre,lome,akepe",VENTE,TERRAIN,AKEPE,5500000,,600.0,,9167,immoask
IMMOASK,"terrain,vendre,lome,akepe",VENTE,TERRAIN,AKEPE,6500000,,600.0,,10833,immoask
IMMOASK,"appartement meublé,louer,lome,adewi",LOCATION,APPARTEMENT MEUBLE,ADEWUI,450000,2,130.0,225000.0,3462,immoask
IMMOASK,"villa,louer,lome,ave maria",LOCATION,APPARTEMENT,ADIDOGOME,120000,2,70.0,60000.0,1714,immoask
IMMOASK,"terrain,vendre,lome,adidogome",VENTE,TERRAIN,ADIDOGOME,15500000,,300.0,,51667,immoask
IMMOASK,"chambre salon,louer,lome,soviepe",LOCATION,CHAMBRE,ADIDOGOME,25000,2,15.0,12500.0,1667,immoask
IMMOASK,"appartement meublé,louer,lome,hedzranawoe",LOCATION,APPARTEMENT MEUBLE,HEDZRANAWOE,500000,3,250.0,166667.0,2000,immoask
IMMOASK,"appartement,louer,lome,adidogome",LOCATION,APPARTEMENT,ADIDOGOME,120000,2,100.0,60000.0,1200,immoask
IMMOASK,"terrain,vendre,lome,non loin de t-oil leo 2000",VENTE,TERRAIN,AGOE,40000000,,740.0,,54054,immoask
IMMOASK,"appartement,louer,lome,adidogome",LOCATION,APPARTEMENT,ADIDOGOME,180000,3,120.0,60000.0,1500,immoask
IMMOASK,"appartement meublé,louer,lome,hedzranawoe",LOCATION,APPARTEMENT MEUBLE,HEDZRANAWOE,600000,3,250.0,200000.0,2400,immoask
IMMOASK,"chambre salon,louer,lome,adewi",LOCATION,CHAMBRE,ADEWUI,200000,2,60.0,100000.0,3333,immoask
IMMOASK,"villa,louer,lome,adidogome",LOCATION,APPARTEMENT,ADIDOGOME,80000,3,70.0,26667.0,1143,immoask
IMMOASK,"terrain,vendre,lome,agoe",VENTE,TERRAIN,AGOE,12500000,,300.0,,41667,immoask
IMMOASK,"chambre salon,louer,lome,soviefe",LOCATION,CHAMBRE,ADIDOGOME,50000,2,16.0,25000.0,3125,immoask
IMMOASK,"chambre salon,louer,lome,soviefe",LOCATION,CHAMBRE,ADIDOGOME,50000,2,16.0,25000.0,3125,immoask
IMMOASK,"chambre salon,louer,lome,adidogome",LOCATION,CHAMBRE,ADIDOGOME,60000,2,16.0,30000.0,3750,immoask
IMMOASK,"chambre salon,louer,lome,adidogome",LOCATION,CHAMBRE,ADIDOGOME,25000,2,14.5,12500.0,1724,immoask
IMMOASK,"chambre salon,louer,lome,adidogome",LOCATION,CHAMBRE,ADIDOGOME,33000,2,25.0,16500.0,1320,immoask
IMMOASK,"villa meublée,louer,lome,adidogome",LOCATION,VILLA MEUBLE,ADIDOGOME,600000,3,100.0,200000.0,6000,immoask
IMMOASK,"villa meublée,louer,lome,adidogome",LOCATION,VILLA MEUBLE,ADIDOGOME,450000,2,100.0,225000.0,4500,immoask
IMMOASK,"villa,louer,lome,adidogome",LOCATION,APPARTEMENT,ADIDOGOME,300000,6,120.0,50000.0,2500,immoask
IMMOASK,"chambre salon,louer,lome,adidogome",LOCATION,CHAMBRE,ADIDOGOME,50000,2,20.0,25000.0,2500,immoask
IMMOASK,"2 chambres salon,louer,lome,adidogome",LOCATION,APPARTEMENT,ADIDOGOME,60000,3,40.0,20000.0,1500,immoask
IMMOASK,"appartement meublé,louer,lome,agoe",LOCATION,APPARTEMENT MEUBLE,AGOE,250000,1,100.0,250000.0,2500,immoask
IMMOASK,"appartement meublé,louer,lome,adidogome",LOCATION,APPARTEMENT MEUBLE,ADIDOGOME,350000,2,150.0,175000.0,2333,immoask
IMMOASK,"villa meublée,louer,lome,adidogome",LOCATION,VILLA MEUBLE,ADIDOGOME,1000000,4,150.0,250000.0,6667,immoask
IMMOASK,"chambre salon,louer,lome,zanguera",LOCATION,CHAMBRE,ZANGUERA,35000,2,15.0,17500.0,2333,immoask
IMMOASK,"appartement meublé,louer,lome,adidogome",LOCATION,APPARTEMENT MEUBLE,ADIDOGOME,450000,2,150.0,225000.0,3000,immoask
IMMOASK,"appartement meublé,louer,lome, centre ville",LOCATION,APPARTEMENT MEUBLE,NYEKONAKPOE,1100000,1,100.0,1100000.0,11000,immoask
IMMOASK,"chambre salon,louer,lome, zanguera",LOCATION,CHAMBRE,ZANGUERA,45000,2,20.0,22500.0,2250,immoask
IMMOASK,"villa meublée,louer,lome,carrefour aised",LOCATION,VILLA MEUBLE,ADIDOGOME,400000,2,150.0,200000.0,2667,immoask
IMMOASK,"appartement meublé,louer,lome, gblinkome",LOCATION,APPARTEMENT MEUBLE,GBLINKOME,250000,2,55.0,125000.0,4545,immoask
IMMOASK,"appartement meublé,louer,lome, gblinkome",LOCATION,APPARTEMENT MEUBLE,GBLINKOME,250000,1,55.0,250000.0,4545,immoask
IMMOASK,"appartement meublé,louer,lome,kodjoviakope",LOCATION,APPARTEMENT MEUBLE,KODJOVIAKOPE,300000,1,50.0,300000.0,6000,immoask
IMMOASK,"studio meublé,louer,lome,agoe",LOCATION,APPARTEMENT MEUBLE,AGOE,150000,1,25.0,150000.0,6000,immoask
IMMOASK,"appartement meublé,louer,lome,adidogome",LOCATION,APPARTEMENT MEUBLE,ADIDOGOME,200000,2,50.0,100000.0,4000,immoask
IMMOASK,"appartement meublé,louer,lome,kodjoviakope",LOCATION,APPARTEMENT MEUBLE,KODJOVIAKOPE,550000,2,100.0,275000.0,5500,immoask
